Representive Gene model,Sorghum homologs ID,Gene ID.1,Gene ID.2,Gene ID.3,Gene ID.4
Sspon.07G0015670,Sobic.009G012300,Sspon.07G0015670-1A,Sspon.07G0015670-2B,Sspon.07G0015670-3C,Sspon.07G0015670-4D
Sspon.07G0015680,Sobic.009G012200,Sspon.07G0015680-1A,Sspon.07G0015680-2B,Sspon.07G0015680-3C,
Sspon.07G0015690,Sobic.006G198400,Sspon.07G0015690-1A,,Sspon.07G0015690-2C,
Sspon.07G0015700,Sobic.006G198500,Sspon.07G0015700-1A,Sspon.07G0015700-2B,Sspon.07G0015700-3C,Sspon.07G0015700-4D
Sspon.07G0015710,Sobic.009G009400,Sspon.07G0015710-1A|Sspon.07G0015710-1P,Sspon.07G0015710-2B,Sspon.07G0015710-3C|Sspon.07G0015710-2P|Sspon.07G0015710-3P|Sspon.07G0015710-4P|Sspon.07G0015710-5P|Sspon.07G0015710-6P|Sspon.07G0015710-7P,Sspon.07G0015710-4D
Sspon.07G0015720,,Sspon.07G0015720-1A,,,
Sspon.07G0015730,,Sspon.07G0015730-1A,,Sspon.07G0015730-2C,
Sspon.07G0015740,Sobic.009G009700,Sspon.07G0015740-1A,,,
Sspon.07G0015750,Sobic.009G009400,Sspon.07G0015750-1A,,Sspon.07G0015750-2C|Sspon.07G0015750-1P|Sspon.07G0015750-2P,
Sspon.07G0015760,Sobic.009G010000,Sspon.07G0015760-1A,,Sspon.07G0015760-2C|Sspon.07G0015760-1P,Sspon.07G0015760-3D
Sspon.07G0015770,Sobic.009G010300,Sspon.07G0015770-1A,,Sspon.07G0015770-2C,Sspon.07G0015770-3D
Sspon.07G0015780,Sobic.009G010400,Sspon.07G0015780-1A,Sspon.07G0015780-2B,Sspon.07G0015780-3C,
Sspon.07G0015790,Sobic.009G011700,Sspon.07G0015790-1A|Sspon.07G0015790-1P,Sspon.07G0015790-2B,,Sspon.07G0015790-3D
Sspon.07G0015800,Sobic.009G011600,Sspon.07G0015800-1A,Sspon.07G0015800-2B,,
Sspon.07G0015810,Sobic.009G011500,Sspon.07G0015810-1A,Sspon.07G0015810-2B,Sspon.07G0015810-3C,Sspon.07G0015810-4D
Sspon.07G0015820,Sobic.009G011400,Sspon.07G0015820-1A,Sspon.07G0015820-2B,Sspon.07G0015820-3C,
Sspon.07G0015830,Sobic.009G011200,Sspon.07G0015830-1A|Sspon.07G0015830-1P,Sspon.07G0015830-2B,Sspon.07G0015830-3C,Sspon.07G0015830-4D
Sspon.07G0015840,,Sspon.07G0015840-1A,,,
Sspon.07G0015850,,Sspon.07G0015850-1A,,,
Sspon.07G0015860,,Sspon.07G0015860-1A,,,
Sspon.07G0015870,,Sspon.07G0015870-1A,,,
Sspon.07G0015880,,Sspon.07G0015880-1A,,Sspon.07G0015880-2C,Sspon.07G0015880-3D
Sspon.07G0015890,Sobic.009G006200,Sspon.07G0015890-1A,Sspon.07G0015890-2B,,
Sspon.07G0015900,,Sspon.07G0015900-1A,Sspon.07G0015900-2B,,
Sspon.07G0015910,,Sspon.07G0015910-1A,,,
Sspon.07G0015920,,Sspon.07G0015920-1A,,,
Sspon.07G0015930,,Sspon.07G0015930-1A,,,
Sspon.07G0015940,,Sspon.07G0015940-1A,,,
Sspon.07G0015950,,Sspon.07G0015950-1A,Sspon.07G0015950-2B,,
Sspon.07G0015960,,Sspon.07G0015960-1A,,,
Sspon.07G0015970,Sobic.009G006400,Sspon.07G0015970-1A|Sspon.07G0015970-1T,Sspon.07G0015970-2B,,
Sspon.07G0015980,Sobic.009G006600,Sspon.07G0015980-1A,Sspon.07G0015980-2B|Sspon.07G0015980-1P,,
Sspon.07G0015990,Sobic.008G051800,Sspon.07G0015990-1A,Sspon.07G0015990-2B,Sspon.07G0015990-3C,
Sspon.07G0016000,Sobic.009G006900,Sspon.07G0016000-1A,,Sspon.07G0016000-2C,
Sspon.07G0016010,,Sspon.07G0016010-1A,,,
Sspon.07G0016020,,Sspon.07G0016020-1A,,,
Sspon.07G0016030,Sobic.009G005700,Sspon.07G0016030-1A|Sspon.07G0016030-1P,,,
Sspon.07G0016040,Sobic.009G006100,Sspon.07G0016040-1A|Sspon.07G0016040-1P|Sspon.07G0016040-2P,Sspon.07G0016040-2B,,
Sspon.07G0016050,,Sspon.07G0016050-1A,,,
Sspon.07G0016060,,Sspon.07G0016060-1A,,,
Sspon.07G0016070,,Sspon.07G0016070-1A,,,
Sspon.07G0016080,Sobic.009G005500,Sspon.07G0016080-1A|Sspon.07G0016080-1P,,Sspon.07G0016080-2C,
Sspon.07G0016090,,Sspon.07G0016090-1A,,,
Sspon.07G0016100,,Sspon.07G0016100-1A,,,
Sspon.07G0016110,,Sspon.07G0016110-1A,Sspon.07G0016110-2B,,
Sspon.07G0016120,,Sspon.07G0016120-1A,,,
Sspon.07G0016130,Sobic.009G004700,Sspon.07G0016130-1A,Sspon.07G0016130-2B,,
Sspon.07G0016140,Sobic.009G004600,Sspon.07G0016140-1A,Sspon.07G0016140-2B,,Sspon.07G0016140-3D
Sspon.07G0016150,Sobic.009G004500,Sspon.07G0016150-1A|Sspon.07G0016150-1P,Sspon.07G0016150-2B,,
Sspon.07G0016160,Sobic.009G004400,Sspon.07G0016160-1A|Sspon.07G0016160-1P,Sspon.07G0016160-2B,Sspon.07G0016160-3C,Sspon.07G0016160-4D
Sspon.07G0016170,,Sspon.07G0016170-1A,,,
Sspon.07G0016180,Sobic.004G182900,Sspon.07G0016180-1A,Sspon.07G0016180-2B,,Sspon.07G0016180-3D
Sspon.07G0016190,Sobic.004G183300,Sspon.07G0016190-1A,Sspon.07G0016190-2B,Sspon.07G0016190-3C,
Sspon.07G0016200,Sobic.009G004300,Sspon.07G0016200-1A|Sspon.07G0016200-1P,,,
Sspon.07G0016210,Sobic.009G004200,Sspon.07G0016210-1A|Sspon.07G0016210-1P,,,
Sspon.07G0016220,,Sspon.07G0016220-1A,,,
Sspon.07G0016230,Sobic.009G004000,Sspon.07G0016230-1A,,Sspon.07G0016230-2C,
Sspon.07G0016240,Sobic.009G003700,Sspon.07G0016240-1A,,Sspon.07G0016240-2C,
Sspon.07G0016250,Sobic.009G003900,Sspon.07G0016250-1A,,Sspon.07G0016250-2C,
Sspon.07G0016260,Sobic.009G003800,Sspon.07G0016260-1A|Sspon.07G0016260-1P,Sspon.07G0016260-2B,Sspon.07G0016260-3C,
Sspon.07G0016270,Sobic.009G004100,Sspon.07G0016270-1A,Sspon.07G0016270-2B,Sspon.07G0016270-3C,
Sspon.07G0016280,Sobic.009G003000,Sspon.07G0016280-1A,,,
Sspon.07G0016290,,Sspon.07G0016290-1A,,,
Sspon.07G0016300,Sobic.009G002900,Sspon.07G0016300-1A,,Sspon.07G0016300-2C,
Sspon.07G0016310,Sobic.009G002800,Sspon.07G0016310-1A,Sspon.07G0016310-2B,,Sspon.07G0016310-3D
Sspon.07G0016320,Sobic.009G002300,Sspon.07G0016320-1A,,Sspon.07G0016320-2C,Sspon.07G0016320-3D
Sspon.07G0016330,Sobic.009G002200,Sspon.07G0016330-1A,Sspon.07G0016330-2B,Sspon.07G0016330-3C|Sspon.07G0016330-1P,
Sspon.07G0016340,Sobic.009G002000,Sspon.07G0016340-1A,Sspon.07G0016340-2B,,
Sspon.07G0016350,Sobic.009G001000,Sspon.07G0016350-1A,Sspon.07G0016350-2B,,
Sspon.07G0016360,Sobic.009G001100,Sspon.07G0016360-1A|Sspon.07G0016360-1T,Sspon.07G0016360-2B,Sspon.07G0016360-3C,
Sspon.07G0016370,,Sspon.07G0016370-1A,,,
Sspon.07G0016380,Sobic.009G001200,Sspon.07G0016380-1A,Sspon.07G0016380-2B,Sspon.07G0016380-3C,
Sspon.07G0016390,Sobic.009G001300,Sspon.07G0016390-1A,Sspon.07G0016390-2B,Sspon.07G0016390-3C,
Sspon.07G0016400,Sobic.009G001400,Sspon.07G0016400-1A,Sspon.07G0016400-2B,Sspon.07G0016400-3C,Sspon.07G0016400-4D
Sspon.07G0016410,Sobic.009G001500,Sspon.07G0016410-1A,Sspon.07G0016410-2B,Sspon.07G0016410-3C|Sspon.07G0016410-1P,Sspon.07G0016410-4D|Sspon.07G0016410-2P
Sspon.07G0016420,Sobic.009G001600,Sspon.07G0016420-1A,Sspon.07G0016420-2B,Sspon.07G0016420-3C,
Sspon.07G0016430,Sobic.009G001800,Sspon.07G0016430-1A,Sspon.07G0016430-2B|Sspon.07G0016430-1P,Sspon.07G0016430-3C,Sspon.07G0016430-4D|Sspon.07G0016430-2P
Sspon.07G0016440,,Sspon.07G0016440-1A,,Sspon.07G0016440-2C,
Sspon.07G0016450,Sobic.009G000300,Sspon.07G0016450-1A|Sspon.07G0016450-1P,,Sspon.07G0016450-2C,
Sspon.07G0016460,Sobic.009G000200,Sspon.07G0016460-1A,,Sspon.07G0016460-2C,
Sspon.07G0016470,Sobic.009G000100,Sspon.07G0016470-1A,,,
Sspon.07G0016480,,Sspon.07G0016480-1A,,,
Sspon.07G0016490,,Sspon.07G0016490-1A,,,
Sspon.07G0016500,Sobic.009G000700,Sspon.07G0016500-1A,,Sspon.07G0016500-2C,
Sspon.07G0016510,Sobic.009G000900,Sspon.07G0016510-1A,Sspon.07G0016510-2B,Sspon.07G0016510-3C,
Sspon.07G0016520,Sobic.008G092300,Sspon.07G0016520-1A,,,Sspon.07G0016520-2D
Sspon.07G0016530,,Sspon.07G0016530-1A,,,
Sspon.07G0016540,Sobic.008G028600,Sspon.07G0016540-1A,Sspon.07G0016540-2B,Sspon.07G0016540-3C,
Sspon.07G0016550,Sobic.008G028600,Sspon.07G0016550-1A,,Sspon.07G0016550-2C,
Sspon.07G0016560,Sobic.008G033200,Sspon.07G0016560-1A,,Sspon.07G0016560-2C,
Sspon.07G0016570,Sobic.008G033000,Sspon.07G0016570-1A,Sspon.07G0016570-2B,,
Sspon.07G0016580,,Sspon.07G0016580-1A,,,
Sspon.07G0016590,,Sspon.07G0016590-1A,Sspon.07G0016590-2B,,
Sspon.07G0016600,Sobic.K009900,Sspon.07G0016600-1A|Sspon.07G0016600-1T,Sspon.07G0016600-2B,Sspon.07G0016600-3C,
Sspon.07G0016610,,Sspon.07G0016610-1A,,,
Sspon.07G0016620,,Sspon.07G0016620-1A,,,
Sspon.07G0016630,Sobic.008G002500,Sspon.07G0016630-1A,Sspon.07G0016630-2B,,
Sspon.07G0016640,,Sspon.07G0016640-1A,,,
Sspon.07G0016650,Sobic.005G002900,Sspon.07G0016650-1A,,Sspon.07G0016650-2C,
Sspon.07G0016660,Sobic.005G002700,Sspon.07G0016660-1A,,Sspon.07G0016660-2C|Sspon.07G0016660-1T|Sspon.07G0016660-1P,Sspon.07G0016660-3D
Sspon.07G0016670,,Sspon.07G0016670-1A,,,
Sspon.07G0016680,Sobic.005G002900,Sspon.07G0016680-1A,Sspon.07G0016680-2B,Sspon.07G0016680-3C,
Sspon.07G0016690,Sobic.005G003200,Sspon.07G0016690-1A,,Sspon.07G0016690-2C|Sspon.07G0016690-1P,Sspon.07G0016690-3D
Sspon.07G0016700,Sobic.005G004500,Sspon.07G0016700-1A,Sspon.07G0016700-2B,Sspon.07G0016700-3C,Sspon.07G0016700-4D
Sspon.07G0016710,Sobic.005G004700,Sspon.07G0016710-1A,Sspon.07G0016710-2B,Sspon.07G0016710-3C,Sspon.07G0016710-4D
Sspon.07G0016720,Sobic.005G005200,Sspon.07G0016720-1A,Sspon.07G0016720-2B|Sspon.07G0016720-1P,Sspon.07G0016720-3C|Sspon.07G0016720-2P,
Sspon.07G0016730,Sobic.005G005400,Sspon.07G0016730-1A,Sspon.07G0016730-2B|Sspon.07G0016730-1P,Sspon.07G0016730-3C,Sspon.07G0016730-4D
Sspon.07G0016740,Sobic.005G005600,Sspon.07G0016740-1A,Sspon.07G0016740-2B|Sspon.07G0016740-1P,Sspon.07G0016740-3C,Sspon.07G0016740-4D|Sspon.07G0016740-2P
Sspon.07G0016750,,Sspon.07G0016750-1A,Sspon.07G0016750-2B,,Sspon.07G0016750-3D
Sspon.07G0016760,Sobic.005G005700,Sspon.07G0016760-1A,Sspon.07G0016760-2B,Sspon.07G0016760-3C|Sspon.07G0016760-1P,Sspon.07G0016760-4D
Sspon.07G0016770,Sobic.005G005800,Sspon.07G0016770-1A|Sspon.07G0016770-1P,Sspon.07G0016770-2B,Sspon.07G0016770-3C|Sspon.07G0016770-2P,Sspon.07G0016770-4D|Sspon.07G0016770-1T
Sspon.07G0016780,Sobic.008G007800,Sspon.07G0016780-1A,Sspon.07G0016780-2B,Sspon.07G0016780-3C,
Sspon.07G0016790,Sobic.008G008100,Sspon.07G0016790-1A,Sspon.07G0016790-2B,Sspon.07G0016790-3C,Sspon.07G0016790-4D
Sspon.07G0016800,,Sspon.07G0016800-1A,,,
Sspon.07G0016810,Sobic.005G007800,Sspon.07G0016810-1A,,Sspon.07G0016810-2C,Sspon.07G0016810-3D
Sspon.07G0016820,Sobic.005G007900,Sspon.07G0016820-1A,,,Sspon.07G0016820-2D
Sspon.07G0016830,Sobic.008G008801,Sspon.07G0016830-1A,Sspon.07G0016830-2B,Sspon.07G0016830-3C,Sspon.07G0016830-4D
Sspon.07G0016840,Sobic.008G008900,Sspon.07G0016840-1A,Sspon.07G0016840-2B,,Sspon.07G0016840-3D
Sspon.07G0016850,Sobic.008G009100,Sspon.07G0016850-1A,Sspon.07G0016850-2B,Sspon.07G0016850-3C,Sspon.07G0016850-4D
Sspon.07G0016860,Sobic.005G008800,Sspon.07G0016860-1A,Sspon.07G0016860-2B,Sspon.07G0016860-3C,
Sspon.07G0016870,Sobic.008G009900,Sspon.07G0016870-1A,Sspon.07G0016870-2B,,
Sspon.07G0016880,Sobic.008G009900,Sspon.07G0016880-1A,Sspon.07G0016880-2B,,
Sspon.07G0016890,,Sspon.07G0016890-1A,,,
Sspon.07G0016900,Sobic.006G177500,Sspon.07G0016900-1A,,Sspon.07G0016900-2C,
Sspon.07G0016910,Sobic.005G011200,Sspon.07G0016910-1A,Sspon.07G0016910-2B,Sspon.07G0016910-3C|Sspon.07G0016910-1P,
Sspon.07G0016920,Sobic.008G010400,Sspon.07G0016920-1A,,Sspon.07G0016920-2C,
Sspon.07G0016930,Sobic.008G010600,Sspon.07G0016930-1A,Sspon.07G0016930-2B|Sspon.07G0016930-1T,Sspon.07G0016930-3C,Sspon.07G0016930-4D|Sspon.07G0016930-1P
Sspon.07G0016940,Sobic.008G010700,Sspon.07G0016940-1A,Sspon.07G0016940-2B,Sspon.07G0016940-3C,
Sspon.07G0016950,,Sspon.07G0016950-1A,,,
Sspon.07G0016960,,Sspon.07G0016960-1A,Sspon.07G0016960-2B,,
Sspon.07G0016970,,Sspon.07G0016970-1A,,,
Sspon.07G0016980,,Sspon.07G0016980-1A,,,
Sspon.07G0016990,Sobic.005G032800,Sspon.07G0016990-1A,Sspon.07G0016990-2B|Sspon.07G0016990-1P,Sspon.07G0016990-3C|Sspon.07G0016990-2P,Sspon.07G0016990-4D|Sspon.07G0016990-3P
Sspon.07G0017000,Sobic.008G011200,Sspon.07G0017000-1A,Sspon.07G0017000-2B,Sspon.07G0017000-3C,Sspon.07G0017000-4D
Sspon.07G0017010,Sobic.008G011300,Sspon.07G0017010-1A,Sspon.07G0017010-2B,Sspon.07G0017010-3C,Sspon.07G0017010-4D
Sspon.07G0017020,,Sspon.07G0017020-1A,,,
Sspon.07G0017030,,Sspon.07G0017030-1A,,,
Sspon.07G0017040,Sobic.008G011700,Sspon.07G0017040-1A,Sspon.07G0017040-2B,,
Sspon.07G0017050,Sobic.008G011800,Sspon.07G0017050-1A,Sspon.07G0017050-2B,Sspon.07G0017050-3C,Sspon.07G0017050-4D
Sspon.07G0017060,Sobic.005G030100,Sspon.07G0017060-1A,,Sspon.07G0017060-2C|Sspon.07G0017060-1P|Sspon.07G0017060-2P,Sspon.07G0017060-3D
Sspon.07G0017070,Sobic.008G012700,Sspon.07G0017070-1A,Sspon.07G0017070-2B,Sspon.07G0017070-3C|Sspon.07G0017070-1P,Sspon.07G0017070-4D|Sspon.07G0017070-1T
Sspon.07G0017080,Sobic.008G013000,Sspon.07G0017080-1A,,Sspon.07G0017080-2C,
Sspon.07G0017090,Sobic.008G013300,Sspon.07G0017090-1A,,Sspon.07G0017090-2C,Sspon.07G0017090-3D
Sspon.07G0017100,Sobic.008G013800,Sspon.07G0017100-1A,,Sspon.07G0017100-2C,Sspon.07G0017100-3D
Sspon.07G0017110,Sobic.008G013900,Sspon.07G0017110-1A,,Sspon.07G0017110-2C,
Sspon.07G0017120,Sobic.008G014300,Sspon.07G0017120-1A,Sspon.07G0017120-2B,Sspon.07G0017120-3C,Sspon.07G0017120-4D
Sspon.07G0017130,Sobic.005G027400,Sspon.07G0017130-1A|Sspon.07G0017130-1P,Sspon.07G0017130-2B|Sspon.07G0017130-2P,Sspon.07G0017130-3C|Sspon.07G0017130-3P,Sspon.07G0017130-4D
Sspon.07G0017140,Sobic.008G014700,Sspon.07G0017140-1A,Sspon.07G0017140-2B,Sspon.07G0017140-3C,Sspon.07G0017140-4D
Sspon.07G0017150,Sobic.008G014801,Sspon.07G0017150-1A,Sspon.07G0017150-2B,Sspon.07G0017150-3C,Sspon.07G0017150-4D
Sspon.07G0017160,Sobic.008G014900,Sspon.07G0017160-1A,Sspon.07G0017160-2B|Sspon.07G0017160-1P|Sspon.07G0017160-2P,Sspon.07G0017160-3C,Sspon.07G0017160-4D
Sspon.07G0017170,Sobic.008G015000,Sspon.07G0017170-1A,Sspon.07G0017170-2B,Sspon.07G0017170-3C,
Sspon.07G0017180,Sobic.008G015100,Sspon.07G0017180-1A,Sspon.07G0017180-2B|Sspon.07G0017180-1P,Sspon.07G0017180-3C|Sspon.07G0017180-2P,Sspon.07G0017180-4D
Sspon.07G0017190,Sobic.008G015200,Sspon.07G0017190-1A,Sspon.07G0017190-2B,Sspon.07G0017190-3C,Sspon.07G0017190-4D
Sspon.07G0017200,Sobic.008G015300,Sspon.07G0017200-1A,Sspon.07G0017200-2B,,
Sspon.07G0017210,Sobic.008G015500,Sspon.07G0017210-1A,,Sspon.07G0017210-2C,
Sspon.07G0017220,Sobic.005G025400,Sspon.07G0017220-1A,Sspon.07G0017220-2B,Sspon.07G0017220-3C|Sspon.07G0017220-1P|Sspon.07G0017220-2P,Sspon.07G0017220-4D|Sspon.07G0017220-3P|Sspon.07G0017220-4P
Sspon.07G0017230,Sobic.008G017600,Sspon.07G0017230-1A,Sspon.07G0017230-2B,,Sspon.07G0017230-3D
Sspon.07G0017240,Sobic.008G017700,Sspon.07G0017240-1A,Sspon.07G0017240-2B,Sspon.07G0017240-3C,Sspon.07G0017240-4D
Sspon.07G0017250,Sobic.008G017900,Sspon.07G0017250-1A,,Sspon.07G0017250-2C,Sspon.07G0017250-3D
Sspon.07G0017260,Sobic.008G018000,Sspon.07G0017260-1A|Sspon.07G0017260-1P,Sspon.07G0017260-2B,Sspon.07G0017260-3C,Sspon.07G0017260-4D
Sspon.07G0017270,Sobic.008G018100,Sspon.07G0017270-1A,Sspon.07G0017270-2B,Sspon.07G0017270-3C,Sspon.07G0017270-4D
Sspon.07G0017280,Sobic.005G022100,Sspon.07G0017280-1A|Sspon.07G0017280-1P,Sspon.07G0017280-2B|Sspon.07G0017280-2P,Sspon.07G0017280-3C,Sspon.07G0017280-4D|Sspon.07G0017280-3P
Sspon.07G0017290,Sobic.008G018300,Sspon.07G0017290-1A|Sspon.07G0017290-1P,Sspon.07G0017290-2B,,Sspon.07G0017290-3D
Sspon.07G0017300,,Sspon.07G0017300-1A,,,
Sspon.07G0017310,Sobic.008G018500,Sspon.07G0017310-1A,Sspon.07G0017310-2B,,Sspon.07G0017310-3D|Sspon.07G0017310-1P
Sspon.07G0017320,,Sspon.07G0017320-1A,,,
Sspon.07G0017330,,Sspon.07G0017330-1A,,,Sspon.07G0017330-2D
Sspon.07G0017340,Sobic.008G018600,Sspon.07G0017340-1A,,,Sspon.07G0017340-2D
Sspon.07G0017350,Sobic.008G018800,Sspon.07G0017350-1A,,,Sspon.07G0017350-2D|Sspon.07G0017350-1P
Sspon.07G0017360,,Sspon.07G0017360-1A,,,
Sspon.07G0017370,Sobic.008G024800,Sspon.07G0017370-1A,,Sspon.07G0017370-2C,
Sspon.07G0017380,,Sspon.07G0017380-1A,,,
Sspon.07G0017390,,Sspon.07G0017390-1A,,,
Sspon.07G0017400,,Sspon.07G0017400-1A,Sspon.07G0017400-2B,,
Sspon.07G0017410,,Sspon.07G0017410-1A,,,
Sspon.07G0017420,,Sspon.07G0017420-1A,,,
Sspon.07G0017430,,Sspon.07G0017430-1A,,,
Sspon.07G0017440,Sobic.008G019300,Sspon.07G0017440-1A,,,Sspon.07G0017440-2D
Sspon.07G0017450,,Sspon.07G0017450-1A,,,
Sspon.07G0017460,Sobic.008G019300,Sspon.07G0017460-1A,Sspon.07G0017460-2B,,
Sspon.07G0017470,,Sspon.07G0017470-1A,,,
Sspon.07G0017480,,Sspon.07G0017480-1A,,,Sspon.07G0017480-2D
Sspon.07G0017490,,Sspon.07G0017490-1A,,,
Sspon.07G0017500,,Sspon.07G0017500-1A,,,
Sspon.07G0017510,Sobic.008G019532,Sspon.07G0017510-1A|Sspon.07G0017510-1P,,Sspon.07G0017510-2C,Sspon.07G0017510-3D
Sspon.07G0017520,,Sspon.07G0017520-1A,,,
Sspon.07G0017530,Sobic.008G020200,Sspon.07G0017530-1A,Sspon.07G0017530-2B,Sspon.07G0017530-3C,Sspon.07G0017530-4D
Sspon.07G0017540,Sobic.008G020800,Sspon.07G0017540-1A,Sspon.07G0017540-2B,Sspon.07G0017540-3C,
Sspon.07G0017550,Sobic.005G019800,Sspon.07G0017550-1A,,Sspon.07G0017550-2C,
Sspon.07G0017560,Sobic.008G021000,Sspon.07G0017560-1A,Sspon.07G0017560-2B,,Sspon.07G0017560-3D|Sspon.07G0017560-1T
Sspon.07G0017570,Sobic.008G021200,Sspon.07G0017570-1A,Sspon.07G0017570-2B,Sspon.07G0017570-3C,Sspon.07G0017570-4D
Sspon.07G0017580,Sobic.008G021300,Sspon.07G0017580-1A,Sspon.07G0017580-2B,Sspon.07G0017580-3C,Sspon.07G0017580-4D
Sspon.07G0017590,,Sspon.07G0017590-1A,,,
Sspon.07G0017600,Sobic.008G021700,Sspon.07G0017600-1A,Sspon.07G0017600-2B,Sspon.07G0017600-3C,Sspon.07G0017600-4D
Sspon.07G0017610,Sobic.008G021700,Sspon.07G0017610-1A,Sspon.07G0017610-2B,,Sspon.07G0017610-3D
Sspon.07G0017620,Sobic.008G021900,Sspon.07G0017620-1A,,Sspon.07G0017620-2C,
Sspon.07G0017630,Sobic.008G022400,Sspon.07G0017630-1A,Sspon.07G0017630-2B|Sspon.07G0017630-1P,Sspon.07G0017630-3C,Sspon.07G0017630-4D
Sspon.07G0017640,Sobic.008G022600,Sspon.07G0017640-1A,Sspon.07G0017640-2B,,Sspon.07G0017640-3D
Sspon.07G0017650,Sobic.005G115500,Sspon.07G0017650-1A,Sspon.07G0017650-2B,,
Sspon.07G0017660,,Sspon.07G0017660-1A,,,
Sspon.07G0017670,Sobic.008G022701,Sspon.07G0017670-1A,Sspon.07G0017670-2B,,Sspon.07G0017670-3D
Sspon.07G0017680,Sobic.008G023300,Sspon.07G0017680-1A,Sspon.07G0017680-2B,Sspon.07G0017680-3C,Sspon.07G0017680-4D
Sspon.07G0017690,,Sspon.07G0017690-1A,,,
Sspon.07G0017700,,Sspon.07G0017700-1A,,,
Sspon.07G0017710,Sobic.008G024400,Sspon.07G0017710-1A,Sspon.07G0017710-2B,,
Sspon.07G0017720,Sobic.005G016400,Sspon.07G0017720-1A,Sspon.07G0017720-2B|Sspon.07G0017720-1P,Sspon.07G0017720-3C|Sspon.07G0017720-2P|Sspon.07G0017720-3P|Sspon.07G0017720-4P,
Sspon.07G0017730,Sobic.008G025300,Sspon.07G0017730-1A,Sspon.07G0017730-2B,,
Sspon.07G0017740,,Sspon.07G0017740-1A,,,
Sspon.07G0017750,Sobic.008G025500,Sspon.07G0017750-1A|Sspon.07G0017750-1T,,Sspon.07G0017750-2C|Sspon.07G0017750-1P,
Sspon.07G0017760,Sobic.008G025600,Sspon.07G0017760-1A,Sspon.07G0017760-2B,Sspon.07G0017760-3C,Sspon.07G0017760-4D
Sspon.07G0017770,Sobic.008G025700,Sspon.07G0017770-1A,Sspon.07G0017770-2B,Sspon.07G0017770-3C,Sspon.07G0017770-4D
Sspon.07G0017780,Sobic.008G025900,Sspon.07G0017780-1A,Sspon.07G0017780-2B|Sspon.07G0017780-1P,Sspon.07G0017780-3C,Sspon.07G0017780-4D
Sspon.07G0017790,,Sspon.07G0017790-1A,Sspon.07G0017790-2B,Sspon.07G0017790-3C,
Sspon.07G0017800,,Sspon.07G0017800-1A,,,
Sspon.07G0017810,Sobic.008G026100,Sspon.07G0017810-1A,Sspon.07G0017810-2B|Sspon.07G0017810-1P,,Sspon.07G0017810-3D
Sspon.07G0017820,,Sspon.07G0017820-1A,Sspon.07G0017820-2B,,
Sspon.07G0017830,,Sspon.07G0017830-1A,,,
Sspon.07G0017840,,Sspon.07G0017840-1A,Sspon.07G0017840-2B,Sspon.07G0017840-3C,
Sspon.07G0017850,,Sspon.07G0017850-1A,,,
Sspon.07G0017860,Sobic.008G026200,Sspon.07G0017860-1A|Sspon.07G0017860-1P|Sspon.07G0017860-2P,,,Sspon.07G0017860-2D
Sspon.07G0017870,,Sspon.07G0017870-1A,,,
Sspon.07G0017880,,Sspon.07G0017880-1A,,Sspon.07G0017880-2C,
Sspon.07G0017890,,Sspon.07G0017890-1A,Sspon.07G0017890-2B,,
Sspon.07G0017900,,Sspon.07G0017900-1A,,,
Sspon.07G0017910,Sobic.001G401500,Sspon.07G0017910-1A,,,Sspon.07G0017910-2D
Sspon.07G0017920,,Sspon.07G0017920-1A,,,
Sspon.07G0017930,,Sspon.07G0017930-1A,,,
Sspon.07G0017940,,Sspon.07G0017940-1A,,,
Sspon.07G0017950,Sobic.008G026400,Sspon.07G0017950-1A,,Sspon.07G0017950-2C,
Sspon.07G0017960,Sobic.008G026600,Sspon.07G0017960-1A,Sspon.07G0017960-2B,Sspon.07G0017960-3C,Sspon.07G0017960-4D
Sspon.07G0017970,Sobic.008G026800,Sspon.07G0017970-1A,Sspon.07G0017970-2B,,
Sspon.07G0017980,Sobic.008G026900,Sspon.07G0017980-1A,Sspon.07G0017980-2B,Sspon.07G0017980-3C,Sspon.07G0017980-4D
Sspon.07G0017990,Sobic.008G027600,Sspon.07G0017990-1A,Sspon.07G0017990-2B,,
Sspon.07G0018000,,Sspon.07G0018000-1A,Sspon.07G0018000-2B,,
Sspon.07G0018010,,Sspon.07G0018010-1A,,,
Sspon.07G0018020,Sobic.008G028400,Sspon.07G0018020-1A,Sspon.07G0018020-2B,Sspon.07G0018020-3C|Sspon.07G0018020-1P,Sspon.07G0018020-4D
Sspon.07G0018030,Sobic.008G027800,Sspon.07G0018030-1A,,,Sspon.07G0018030-2D
Sspon.07G0018040,Sobic.008G028700,Sspon.07G0018040-1A,Sspon.07G0018040-2B,,
Sspon.07G0018050,Sobic.008G029000,Sspon.07G0018050-1A,,Sspon.07G0018050-2C,
Sspon.07G0018060,Sobic.008G029200,Sspon.07G0018060-1A,,Sspon.07G0018060-2C,
Sspon.07G0018070,,Sspon.07G0018070-1A,,,
Sspon.07G0018080,Sobic.008G029500,Sspon.07G0018080-1A,Sspon.07G0018080-2B,,Sspon.07G0018080-3D|Sspon.07G0018080-1P
Sspon.07G0018090,,Sspon.07G0018090-1A,,,
Sspon.07G0018100,Sobic.008G030000,Sspon.07G0018100-1A,Sspon.07G0018100-2B,Sspon.07G0018100-3C,
